position,gsis_id,display_name,rookie_year,college_conference,draft_number,status,team_abbr,height,weight,college_name,years_of_experience,birth_date,team_seq,player_id,season,completions,attempts,passing_yards,passing_tds,interceptions,sacks,sack_yards,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_2pt_conversions,pacr,dakota,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,racr,target_share,air_yards_share,wopr_x,special_teams_tds,fantasy_points,fantasy_points_ppr,games,tgt_sh,ay_sh,yac_sh,wopr_y,ry_sh,rtd_sh,rfd_sh,rtdfd_sh,dom,w8dom,yptmpa,ppr_sh,fumbles_lost
QB,00-0038122,Desmond Ridder,2022.0,American Athletic Conference,74.0,ACT,LV,76.0,215.0,Cincinnati,3,1999-08-31,,00-0038122,2023,249,388,2836.0,12,12.0,31.0,197.0,6,4,3184.0,1222.0,136.0,-33.3997411758443,2,13.844087279382423,0.972303679258689,53,193.0,5,6.0,1.0,18.0,-14.43581715768457,0,1,1,-6.0,0,0.0,0.0,-6.0,0.0,0.0,-1.5153478160500526,0,0.0,0.05555555555555555,-0.09523809523809523,0.016666666666666677,0.0,180.14000000000001,181.14000000000001,15,0.002178649237472767,-0.0015772870662460567,0.0,0.002006144203212305,-0.0018303843807199512,0.0,0.0,0.0,-0.0009151921903599756,-0.001464307504575961,-0.013071895424836602,0.1630246958024336,5.0
QB,00-0038122,Desmond Ridder,2022.0,American Athletic Conference,74.0,ACT,LV,76.0,215.0,Cincinnati,3,1999-08-31,,00-0038122,2024,52,85,458.0,2,2.0,10.0,64.0,2,2,683.0,201.0,24.0,-22.081513387401152,0,3.862507846769151,0.01799844205443272,9,36.0,0,1.0,0.0,2.0,1.4976739216945134,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,21.92,21.92,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06082806082806083,2.0
RB,00-0038622,Deuce Vaughn,2023.0,Big Twelve Conference,212.0,ACT,DAL,66.0,176.0,Kansas State,2,2001-11-02,,00-0038622,2023,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,23,40.0,0,0.0,0.0,1.0,-12.909250165859703,0,7,7,40.0,0,0.0,0.0,-6.0,46.0,1.0,0.7451961804763414,0,10.25,0.19707469707469707,-0.01681359486688995,0.2838425292052227,0.0,8.0,15.0,6,0.033816425120772944,-0.003464203233256351,0.06267029972752043,0.04795327509455433,0.024140012070006035,0.0,0.013333333333333334,0.011764705882352941,0.012070006035003017,0.01931200965600483,0.1932367149758454,0.025528438680690286,0.0
RB,00-0038622,Deuce Vaughn,2023.0,Big Twelve Conference,212.0,ACT,DAL,66.0,176.0,Kansas State,2,2001-11-02,,00-0038622,2024,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,17,70.0,0,0.0,0.0,2.0,-4.091768574377056,0,3,5,18.0,0,0.0,0.0,0.0,13.0,0.0,-1.9020850348751992,0,-3.0,0.10142728093947606,-0.003218286453343438,0.1498881208918737,0.0,8.8,11.8,5,0.023255813953488372,0.0,0.0174496644295302,0.03488372093023256,0.01233721727210418,0.0,0.0,0.0,0.00616860863605209,0.009869773817683345,0.08372093023255814,0.026711336472292648,0.0
WR,00-0039424,Devaughn Vele,2024.0,Pacific Twelve Conference,235.0,ACT,DEN,77.0,210.0,Utah,0,1997-12-12,,00-0039424,2024,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,41,55,475.0,3,0.0,0.0,461.0,127.0,26.0,35.08660535645322,0,13.588144148059618,1.6373615219353175,2.07214558159535,3.906544190019721,0.0,65.5,106.5,13,0.12304250559284116,0.1458860759493671,0.07541567695961995,0.3012726191487554,0.15422077922077923,0.1111111111111111,0.18055555555555555,0.1695906432748538,0.13266594516594515,0.14559884559884562,1.0626398210290828,0.09059974478945129,0.0
WR,00-0037487,Deven Thompkins,2022.0,Mountain West Conference,,ACT,CAR,68.0,155.0,Utah State,3,1999-12-23,,00-0037487,2022,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,2,26.0,0,0.0,0.0,1.0,1.9975950008956715,0,5,10,32.0,0,0.0,0.0,79.0,32.0,1.0,-5.980001142423134,0,2.0833333333333335,0.29653679653679654,0.4139727445230291,0.7345861159713151,0.0,5.800000000000001,10.799999999999999,2,0.1282051282051282,0.15705765407554673,0.1350210970464135,0.3179538155681297,0.07142857142857142,0.0,0.038461538461538464,0.03225806451612903,0.03571428571428571,0.05714285714285714,0.41025641025641024,0.06260143751449106,0.0
WR,00-0037487,Deven Thompkins,2022.0,Mountain West Conference,,ACT,CAR,68.0,155.0,Utah State,3,1999-12-23,,00-0037487,2023,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,8,56.0,0,0.0,0.0,4.0,3.925564410194056,0,17,25,83.0,1,1.0,1.0,163.0,74.0,5.0,-8.702345053430081,0,3.7579258782266303,0.7904846665028529,0.5687774825363905,1.5838712375297526,0.0,17.900000000000002,34.9,12,0.06234413965087282,0.04556891249650545,0.05304659498207885,0.12997133947351358,0.028463648834019206,0.05555555555555555,0.03731343283582089,0.039473684210526314,0.04200960219478738,0.03388203017832648,0.20698254364089774,0.03693356191927529,1.0
WR,00-0037487,Deven Thompkins,2022.0,Mountain West Conference,,ACT,CAR,68.0,155.0,Utah State,3,1999-12-23,,00-0037487,2024,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,2,7.0,0,0.0,0.0,0.0,-0.1455890888464637,0,4,4,20.0,0,0.0,0.0,-8.0,28.0,2.0,-0.12848315184237435,0,1.1666666666666667,0.12121212121212122,-0.03167160947135528,0.15964805518823313,0.0,2.7,6.7,4,0.03305785123966942,-0.007699711260827719,0.08615384615384615,0.043427007850841956,0.02554278416347382,0.0,0.04878048780487805,0.043478260869565216,0.01277139208173691,0.020434227330779056,0.1652892561983471,0.020601439025890164,0.0
TE,00-0039754,Devin Culp,2024.0,Pacific Twelve Conference,246.0,ACT,TB,76.0,237.0,Washington,0,2000-02-02,,00-0039754,2024,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,5,6,88.0,0,0.0,0.0,73.0,31.0,4.0,7.8495431828378335,0,2.6052173913043477,0.18951612903225806,0.2839403591377002,0.48303244494477726,0.0,8.8,13.799999999999999,2,0.09375,0.14065510597302505,0.14903846153846154,0.25314908477842,0.15172413793103448,0.0,0.14285714285714285,0.11428571428571428,0.07586206896551724,0.12137931034482759,1.375,0.05580266882329154,0.0
WR,00-0036331,Devin Duvernay,2020.0,Big Twelve Conference,92.0,ACT,CHI,71.0,210.0,Texas,5,1997-09-12,,00-0036331,2020,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,4,70.0,0,0.0,0.0,3.0,5.023026819864754,0,20,26,201.0,0,0.0,0.0,161.0,118.0,8.0,4.225897641823394,0,16.636743385146996,1.0537499661015612,0.7103370217821976,2.07786086439988,1.0,33.1,53.1,14,0.07242339832869081,0.05276958374303507,0.10698096101541252,0.15085076448746426,0.08062575210589651,0.0,0.06666666666666667,0.055944055944055944,0.040312876052948254,0.0645006016847172,0.5598885793871866,0.04612898742094656,0.0
WR,00-0036331,Devin Duvernay,2020.0,Big Twelve Conference,92.0,ACT,CHI,71.0,210.0,Texas,5,1997-09-12,,00-0036331,2021,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,7,50.0,0,0.0,0.0,3.0,2.461163314874284,0,33,47,272.0,2,0.0,0.0,284.0,141.0,14.0,7.448230200625511,0,27.721249106930223,1.3419903745560933,0.9545074992226629,2.6811408112900037,0.0,44.199999999999996,77.2,15,0.08623853211009175,0.06037414965986394,0.0954637779282329,0.1776571178930288,0.07303974221267455,0.1111111111111111,0.0782122905027933,0.08121827411167512,0.09207542666189283,0.08065401599236187,0.4990825688073395,0.05856204390636142,0.0
WR,00-0036331,Devin Duvernay,2020.0,Big Twelve Conference,92.0,ACT,CHI,71.0,210.0,Texas,5,1997-09-12,,00-0036331,2022,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,12,84.0,1,0.0,0.0,7.0,5.453733798582107,0,37,49,407.0,3,0.0,0.0,437.0,159.0,19.0,19.672693191823782,0,19.770294011759287,1.7562026377949298,1.9580041257097063,4.004906844689189,1.0,79.1,116.10000000000001,14,0.1206896551724138,0.13198429477499246,0.13802083333333334,0.28662191857861463,0.1523773867465369,0.17647058823529413,0.1532258064516129,0.15602836879432624,0.16442398749091552,0.15719602704428834,1.0024630541871922,0.10665662263214949,0.0
WR,00-0036331,Devin Duvernay,2020.0,Big Twelve Conference,92.0,ACT,CHI,71.0,210.0,Texas,5,1997-09-12,,00-0036331,2023,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,4,15.0,0,0.0,0.0,0.0,-0.5527567394892685,0,4,9,18.0,0,0.0,0.0,81.0,17.0,0.0,-4.006126745357719,0,2.0,0.32416932482721955,0.3091985016651088,0.7026929384064055,0.0,3.3,7.3,6,0.04838709677419355,0.05476673427991886,0.03165735567970205,0.1163940325852254,0.014251781472684086,0.0,0.0,0.0,0.007125890736342043,0.01140142517814727,0.0967741935483871,0.014056843564661478,0.0
WR,00-0036331,Devin Duvernay,2020.0,Big Twelve Conference,92.0,ACT,CHI,71.0,210.0,Texas,5,1997-09-12,,00-0036331,2024,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,4,3.0,0,0.0,0.0,1.0,-1.0670950842904858,0,11,16,79.0,0,0.0,0.0,183.0,63.0,7.0,3.422312750655692,0,4.864189482833551,0.45860767139836905,0.5529955984911452,1.0750084260413553,0.0,8.200000000000001,19.200000000000003,10,0.047058823529411764,0.06664238892935179,0.05407725321888412,0.12390214643759909,0.03431798436142485,0.0,0.06862745098039216,0.061946902654867256,0.017158992180712426,0.02745438748913988,0.2323529411764706,0.02518098835379289,0.0
RB,00-0035250,Devin Singletary,2019.0,Conference USA,74.0,ACT,NYG,67.0,203.0,Florida Atlantic,6,1997-09-03,1.0,00-0035250,2019,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,151,775.0,2,4.0,1.0,37.0,2.9588325650536307,0,29,41,194.0,2,0.0,0.0,61.0,193.0,5.0,-5.397215433488875,0,-21.21914936914937,1.3816680224744742,0.22482192682816962,2.2298773824914297,0.0,118.9,147.9,12,0.11357340720221606,0.017784256559766762,0.1888454011741683,0.1845875160511375,0.0776932318782539,0.1111111111111111,0.043478260869565216,0.05263157894736842,0.0944021714946825,0.08437680772482535,0.5373961218836565,0.15474272322082488,1.0
RB,00-0035250,Devin Singletary,2019.0,Conference USA,74.0,ACT,NYG,67.0,203.0,Florida Atlantic,6,1997-09-03,1.0,00-0035250,2020,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,156,687.0,2,1.0,1.0,40.0,-14.052346983556042,0,38,50,269.0,0,0.0,0.0,51.0,269.0,8.0,0.48806359121961185,0,22.760359929925148,1.4258864799606135,0.11170785785641957,2.217025220440414,0.0,105.60000000000001,143.60000000000002,16,0.08389261744966443,0.009935710111046173,0.13823227132579652,0.13378749426333358,0.0562055996656916,0.0,0.03333333333333333,0.02857142857142857,0.0281027998328458,0.044964479732553284,0.4513422818791946,0.08376401413955226,1.0
RB,00-0035250,Devin Singletary,2019.0,Conference USA,74.0,ACT,NYG,67.0,203.0,Florida Atlantic,6,1997-09-03,1.0,00-0035250,2021,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,188,870.0,7,2.0,0.0,44.0,-3.8201483953744173,0,40,50,228.0,1,3.0,0.0,4.0,242.0,11.0,-2.309366936673504,0,20.81688311688312,1.2548959891253841,0.02751661115463487,1.9016056114963207,0.0,157.8,197.8,17,0.07633587786259542,0.0007469654528478057,0.13820673900628214,0.11510138915617137,0.051235955056179776,0.027777777777777776,0.046610169491525424,0.04411764705882353,0.03950686641697877,0.04654431960049938,0.3480916030534351,0.1159097568121887,0.0
RB,00-0035250,Devin Singletary,2019.0,Conference USA,74.0,ACT,NYG,67.0,203.0,Florida Atlantic,6,1997-09-03,1.0,00-0035250,2022,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,177,819.0,5,3.0,3.0,42.0,-16.777221589029068,0,38,52,280.0,1,0.0,0.0,8.0,261.0,15.0,6.943242392261537,0,20.636111111111113,1.4500863439344633,0.027248116509666152,2.1942031974584615,0.0,139.9,177.9,16,0.09059233449477352,0.001513431706394249,0.1638418079096045,0.13709924710727567,0.06525285481239804,0.02857142857142857,0.07075471698113207,0.06477732793522267,0.0469121416919133,0.05791656956420414,0.4878048780487805,0.11182068462669868,3.0
RB,00-0035250,Devin Singletary,2019.0,Conference USA,74.0,ACT,NYG,67.0,203.0,Florida Atlantic,6,1997-09-03,1.0,00-0035250,2023,1,1,6.0,1,0.0,0.0,0.0,0,0,6.0,0.0,1.0,1.8422965880599804,0,1.0,0.0,216,898.0,4,1.0,0.0,40.0,-16.57968231601304,0,30,38,193.0,0,0.0,0.0,5.0,223.0,7.0,-5.253562047872053,0,-106.15,1.1711073922072894,-0.003233823790304402,1.754397411657721,0.0,137.34,167.34,17,0.06418918918918919,0.0009658103148541626,0.11251261352169525,0.0970564320356671,0.04215814766273482,0.0,0.03255813953488372,0.028925619834710745,0.02107907383136741,0.03372651813018786,0.3260135135135135,0.11181194959308308,0.0
RB,00-0035250,Devin Singletary,2019.0,Conference USA,74.0,ACT,NYG,67.0,203.0,Florida Atlantic,6,1997-09-03,1.0,00-0035250,2024,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,113,437.0,4,2.0,2.0,24.0,-11.144816790469909,0,21,24,119.0,0,0.0,0.0,-68.0,178.0,4.0,-11.24154247296974,0,8.674603174603174,0.7328328051625266,-0.37355610992819094,0.8377599307940561,0.0,75.60000000000001,96.60000000000001,15,0.046511627906976744,-0.019063638912251192,0.11938296445338699,0.05451653073066416,0.038901601830663615,0.0,0.0273972602739726,0.025157232704402517,0.019450800915331808,0.031121281464530894,0.23062015503875968,0.09026687598116169,2.0
RB,00-0039040,Devon Achane,2023.0,Southeastern Conference,84.0,ACT,MIA,69.0,185.0,Texas A&amp;M,2,2001-10-13,,00-0039040,2023,0,0,0.0,0,0.0,1.0,6.0,0,0,0.0,0.0,0.0,-1.4337288234382868,0,0.0,0.0,103,800.0,8,1.0,1.0,30.0,33.23397523668477,0,27,37,197.0,3,0.0,0.0,26.0,262.0,10.0,1.49171892736697,0,-8.771987661461345,1.1952619358704553,-0.02018833536099244,1.778761069052988,0.0,163.7,190.7,11,0.10632183908045977,0.010216110019646365,0.16925064599483206,0.16765564663640672,0.06579826319305278,0.16666666666666666,0.07407407407407407,0.08496732026143791,0.11623246492985972,0.08597194388777556,0.5660919540229885,0.17319673768913593,1.0
RB,00-0039040,Devon Achane,2023.0,Southeastern Conference,84.0,ACT,MIA,69.0,185.0,Texas A&amp;M,2,2001-10-13,,00-0039040,2024,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,203,907.0,6,0.0,0.0,37.0,-11.281631010235287,0,78,87,592.0,6,1.0,0.0,-35.0,665.0,30.0,23.8639774751283,0,-9.79327498588368,2.595917248796115,-0.250287285453636,3.718674773376627,0.0,221.9,299.9,17,0.14720812182741116,-0.009431420102398275,0.3009049773755656,0.21326704665919813,0.1466798810703667,0.2727272727272727,0.13574660633484162,0.14814814814814814,0.2097035768988197,0.1718893594017479,1.0016920473773265,0.21126562125759046,0.0
RB,00-0031285,Devonta Freeman,2014.0,Atlantic Coast Conference,103.0,ACT,BAL,68.0,206.0,Florida State,7,1992-03-15,1.0,00-0031285,2014,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,65,248.0,1,1.0,1.0,9.0,-25.72255628135852,0,30,37,225.0,1,0.0,0.0,76.0,170.0,8.0,0.5852141277573537,0,14.806209150326797,0.9282121781053727,0.2133327470916485,1.541651190122213,0.0,57.300000000000004,87.3,16,0.058544303797468354,0.015522875816993464,0.08099094807050977,0.1002347563497973,0.04728877679697352,0.03571428571428571,0.034334763948497854,0.034482758620689655,0.041501531255629616,0.044973878580435965,0.3560126582278481,0.0565443805378517,1.0
RB,00-0031285,Devonta Freeman,2014.0,Atlantic Coast Conference,103.0,ACT,BAL,68.0,206.0,Florida State,7,1992-03-15,1.0,00-0031285,2015,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,265,1056.0,11,2.0,1.0,68.0,-11.550198947728582,0,73,97,578.0,3,1.0,1.0,293.0,437.0,21.0,9.657845577278927,0,41.72576563692405,2.499811575254322,1.0975956112145175,4.518034290731646,0.0,243.4,316.4,15,0.16440677966101694,0.06529975484733674,0.2410369553226696,0.29884997336939484,0.1322049405306496,0.15,0.09722222222222222,0.1016949152542373,0.1411024702653248,0.1357639524245197,0.9796610169491525,0.22909606974252034,2.0
RB,00-0031285,Devonta Freeman,2014.0,Atlantic Coast Conference,103.0,ACT,BAL,68.0,206.0,Florida State,7,1992-03-15,1.0,00-0031285,2016,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,227,1079.0,11,1.0,1.0,61.0,4.889815129386044,0,54,65,462.0,2,0.0,0.0,74.0,416.0,22.0,5.178180256735207,0,15.983009119326255,1.9677243318266298,0.21280919879760007,3.1005529368982647,0.0,230.1,284.1,16,0.12104283054003724,0.015958593918481777,0.1835024261138068,0.19433112094484128,0.09314516129032258,0.05263157894736842,0.09205020920502092,0.08664259927797834,0.0728883701188455,0.08504244482173175,0.8603351955307262,0.16278936511574604,1.0
RB,00-0031285,Devonta Freeman,2014.0,Atlantic Coast Conference,103.0,ACT,BAL,68.0,206.0,Florida State,7,1992-03-15,1.0,00-0031285,2017,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,196,865.0,7,4.0,1.0,49.0,-11.79781300862239,0,36,47,317.0,1,0.0,0.0,91.0,244.0,18.0,11.093360864337486,0,15.25394171046345,1.378794368246701,0.28252850169309063,2.2659615035552148,0.0,164.20000000000002,200.20000000000002,14,0.1006423982869379,0.021651201522721864,0.14412285883047843,0.16828455864858435,0.08847334635780073,0.058823529411764705,0.10465116279069768,0.10052910052910052,0.07364843788478272,0.08254338296859352,0.6788008565310493,0.17384206595925739,1.0
RB,00-0031285,Devonta Freeman,2014.0,Atlantic Coast Conference,103.0,ACT,BAL,68.0,206.0,Florida State,7,1992-03-15,1.0,00-0031285,2018,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,14,68.0,0,0.0,0.0,2.0,-4.171046261792071,0,5,7,23.0,0,0.0,0.0,1.0,20.0,0.0,-4.269300725602079,0,-1.2999999999999998,0.17264957264957265,0.002824203033116684,0.2609513010975406,0.0,9.100000000000001,14.100000000000001,2,0.07954545454545454,0.0013531799729364006,0.078125,0.12040072579653094,0.04136690647482014,0.0,0.0,0.0,0.02068345323741007,0.033093525179856115,0.26136363636363635,0.08733894945490586,0.0
RB,00-0031285,Devonta Freeman,2014.0,Atlantic Coast Conference,103.0,ACT,BAL,68.0,206.0,Florida State,7,1992-03-15,1.0,00-0031285,2019,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,184,656.0,2,2.0,1.0,31.0,-41.300076512474334,0,59,70,410.0,4,1.0,1.0,79.0,344.0,17.0,-5.165709674709864,0,12.31922053042743,1.6924001072797286,0.22952970696094308,2.6992709557922527,0.0,138.6,197.6,14,0.11725293132328309,0.016765704584040746,0.1997677119628339,0.18929196065215723,0.09299160807439329,0.14814814814814814,0.07423580786026202,0.08203125,0.1205698781112707,0.10402291608914427,0.6867671691792295,0.13710225774669385,2.0
RB,00-0031285,Devonta Freeman,2014.0,Atlantic Coast Conference,103.0,ACT,BAL,68.0,206.0,Florida State,7,1992-03-15,1.0,00-0031285,2020,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,54,172.0,1,0.0,0.0,9.0,-9.08425383042777,0,7,10,58.0,0,0.0,0.0,-14.0,70.0,3.0,1.2837847552727908,0,-19.875,0.36138478379857686,-0.08302015519250316,0.48396306706311315,0.0,29.000000000000004,36.00000000000001,5,0.06666666666666667,-0.0137524557956778,0.17369727047146402,0.08899803536345777,0.0651685393258427,0.0,0.06521739130434782,0.061224489795918366,0.03258426966292135,0.05213483146067416,0.38666666666666666,0.11654257041113632,0.0
RB,00-0031285,Devonta Freeman,2014.0,Atlantic Coast Conference,103.0,ACT,BAL,68.0,206.0,Florida State,7,1992-03-15,1.0,00-0031285,2021,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,133,576.0,5,0.0,0.0,31.0,-2.9614123813637194,0,34,42,190.0,1,0.0,0.0,36.0,183.0,9.0,1.1618387021007948,0,-21.99978354978355,1.12681049011107,0.09726665722930042,1.7583023952271153,0.0,112.60000000000001,146.6,16,0.07228915662650602,0.007207207207207207,0.11359404096834265,0.11419950070552479,0.04712301587301587,0.05,0.045454545454545456,0.045871559633027525,0.04856150793650794,0.047698412698412705,0.3270223752151463,0.10262656810035842,0.0
RB,00-0032972,Devontae Booker,2016.0,Pacific Twelve Conference,136.0,ACT,NYG,71.0,219.0,Utah,5,1992-05-27,1.0,00-0032972,2016,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,174,612.0,4,2.0,1.0,30.0,-27.57296769665021,0,31,45,265.0,1,2.0,2.0,62.0,253.0,8.0,-8.911514264287934,0,12.759937888198758,1.2689457707205007,0.20683787841075837,2.048205170968282,0.0,111.7,142.7,16,0.07894736842105263,0.012390087929656275,0.16053299492385786,0.12833312297530397,0.06770567194685743,0.05,0.04419889502762431,0.04477611940298507,0.05885283597342872,0.06416453755748595,0.4649122807017544,0.11313185767742752,3.0
RB,00-0032972,Devontae Booker,2016.0,Pacific Twelve Conference,136.0,ACT,NYG,71.0,219.0,Utah,5,1992-05-27,1.0,00-0032972,2017,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,79,299.0,1,1.0,0.0,11.0,-4.480927298136521,0,30,38,275.0,0,1.0,1.0,76.0,231.0,13.0,2.3402558840351233,0,20.880555555555556,1.0168840574426214,0.22212414723216264,1.6808129892264458,0.0,61.400000000000006,91.4,13,0.0815450643776824,0.01957249549317538,0.171875,0.1379755929610639,0.09293680297397769,0.0,0.09027777777777778,0.08280254777070063,0.046468401486988845,0.07434944237918216,0.5901287553648069,0.09707294277581885,1.0
RB,00-0032972,Devontae Booker,2016.0,Pacific Twelve Conference,136.0,ACT,NYG,71.0,219.0,Utah,5,1992-05-27,1.0,00-0032972,2018,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,34,183.0,1,0.0,0.0,11.0,2.372505050356267,0,38,51,275.0,0,1.0,1.0,77.0,242.0,9.0,-4.063958495963033,0,26.188403263403263,1.4075205571852485,0.39661760971990667,2.388913162581807,0.0,49.800000000000004,87.80000000000001,16,0.08673469387755102,0.01751592356687898,0.1338495575221239,0.14411477966982972,0.06997455470737914,0.0,0.049723756906077346,0.045,0.03498727735368957,0.05597964376590331,0.467687074829932,0.0642799619298631,1.0
RB,00-0032972,Devontae Booker,2016.0,Pacific Twelve Conference,136.0,ACT,NYG,71.0,219.0,Utah,5,1992-05-27,1.0,00-0032972,2019,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,2,9.0,0,0.0,0.0,0.0,-1.0938260611846342,0,6,9,57.0,0,0.0,0.0,36.0,44.0,1.0,-2.613067311173244,0,14.995238095238095,0.3209317915200268,0.1696522941966024,0.6001542932176619,0.0,6.6000000000000005,12.600000000000001,6,0.047619047619047616,0.02545968882602546,0.06395348837209303,0.09179632248939179,0.04181951577402788,0.0,0.015625,0.013888888888888888,0.02090975788701394,0.0334556126192223,0.30158730158730157,0.02708978328173375,0.0
RB,00-0032972,Devontae Booker,2016.0,Pacific Twelve Conference,136.0,ACT,NYG,71.0,219.0,Utah,5,1992-05-27,1.0,00-0032972,2020,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,93,423.0,3,1.0,0.0,21.0,2.9274540421320125,0,17,21,84.0,0,0.0,0.0,7.0,81.0,2.0,-13.60494181672911,0,17.900000000000002,0.6346797937612113,0.029895117774919593,0.9729462730842606,0.0,68.7,85.7,15,0.04142011834319527,0.0016568047337278107,0.04223149113660062,0.06345562130177515,0.0206286836935167,0.0,0.010526315789473684,0.009259259259259259,0.01031434184675835,0.01650294695481336,0.16568047337278108,0.06001064366141953,0.0
RB,00-0032972,Devontae Booker,2016.0,Pacific Twelve Conference,136.0,ACT,NYG,71.0,219.0,Utah,5,1992-05-27,1.0,00-0032972,2021,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,145,593.0,2,0.0,0.0,31.0,-13.068403237784468,0,40,45,268.0,1,0.0,0.0,-12.0,297.0,11.0,5.795983729156433,0,-75.33571428571429,1.5239831740220526,-0.11772310734891597,2.203568585888838,0.0,104.10000000000001,144.10000000000002,16,0.08064516129032258,-0.002909090909090909,0.19906166219839141,0.11864046920821114,0.08382858930247107,0.06666666666666667,0.06918238993710692,0.06896551724137931,0.07524762798456887,0.08039620477531019,0.48028673835125446,0.1339991444884599,0.0
WR,00-0039792,Devontez Walker,2024.0,Atlantic Coast Conference,113.0,ACT,BAL,74.0,200.0,North Carolina,0,2001-06-19,,00-0039792,2024,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,3,21.0,1,0.0,0.0,84.0,0.0,1.0,1.2227359302341938,0,1.0,0.16666666666666666,0.4208333333333333,0.5445833333333333,0.0,8.1,9.1,2,0.07142857142857142,0.1870824053452116,0.0,0.2568087814190264,0.04430379746835443,0.14285714285714285,0.047619047619047616,0.07142857142857142,0.09358047016274865,0.06401446654611212,0.5,0.04127732922072031,0.0
